publication_date,work,workLabel,researchers,researchersUrl
2015-07-15,http://www.wikidata.org/entity/Q38899189,Laboratory rearing of solitary bees and wasps.,Alexander Keller,../authors/Q21517397
2015-07-14,http://www.wikidata.org/entity/Q56754937,BHPMF - a hierarchical Bayesian approach to gap-filling and trait prediction for macroecology and functional biogeography,Jens Kattge,../authors/Q56556463
2015-07-14,http://www.wikidata.org/entity/Q57018580,Monophyletic clades ofMacaranga-pollinating thrips show high specificity to taxonomic sections of host plants,Alexander Keller,../authors/Q21517397
2015-07-13,http://www.wikidata.org/entity/Q56755133,"A vertically discretised canopy description for ORCHIDEE (SVN r2290) and the modifications to the energy, water and carbon fluxes",Jens Kattge,../authors/Q56556463
2015-07-03,http://www.wikidata.org/entity/Q56755140,"Simple measures of climate, soil properties and plant traits predict national-scale grassland soil carbon stocks",Jens Kattge,../authors/Q56556463
2015-07-01,http://www.wikidata.org/entity/Q21819337,The Human Phenotype Ontology: Semantic Unification of Common and Rare Disease,Melissa Haendel,../authors/Q28368079
2015-06-19,http://www.wikidata.org/entity/Q35668818,The Importance of Biotic vs. Abiotic Drivers of Local Plant Community Composition Along Regional Bioclimatic Gradients,Vigdis Vandvik,../authors/Q42561055
2015-06-12,http://www.wikidata.org/entity/Q30969889,"Temperature, precipitation and biotic interactions as determinants of tree seedling recruitment across the tree line ecotone",Vigdis Vandvik,../authors/Q42561055
2015-06-10,http://www.wikidata.org/entity/Q28633057,Complete Chloroplast Genome of the Wollemi Pine (Wollemia nobilis): Structure and Evolution,Maurizio Rossetto,../authors/Q26714687
2015-06-07,http://www.wikidata.org/entity/Q30969687,A tool to assess potential for alien plant establishment and expansion under climate change.,Rachael V. Gallagher,../authors/Q62558788
2015-06-03,http://www.wikidata.org/entity/Q35940805,Summarizing and visualizing structural changes during the evolution of biomedical ontologies using a Diff Abstraction Network,Melissa Haendel,../authors/Q28368079
2015-06-01,http://www.wikidata.org/entity/Q28610504,Body-size trends of the extinct giant shark Carcharocles megalodon: a deep-time perspective on marine apex predators,Meghan Balk,../authors/Q59763318
2015-05-27,http://www.wikidata.org/entity/Q30960291,"Beyond the EDGE with EDAM: Prioritising British Plant Species According to Evolutionary Distinctiveness, and Accuracy and Magnitude of Decline",William D. Pearse,../authors/Q57179980
2015-05-26,http://www.wikidata.org/entity/Q57247171,Seed banks are biodiversity reservoirs: species-area relationships above versus below ground,Vigdis Vandvik,../authors/Q42561055
2015-05-20,http://www.wikidata.org/entity/Q56965264,Corrigendum: Three keys to the radiation of angiosperms into freezing environments,Mark Westoby,../authors/Q43121038
2015-05-17,http://www.wikidata.org/entity/Q45765293,Meeting report: Identifying practical applications of ontologies for biodiversity informatics.,Melissa Haendel,../authors/Q28368079
2015-05-14,http://www.wikidata.org/entity/Q35606733,Large-scale patterns of turnover and Basal area change in Andean forests.,William Farfan-Rios,../authors/Q56423107
2015-05-11,http://www.wikidata.org/entity/Q39487380,Linking canopy leaf area and light environments with tree size distributions to explain Amazon forest demography.,Brian J. Enquist,../authors/Q47172478
2015-05-08,http://www.wikidata.org/entity/Q40957909,Testing models for the leaf economics spectrum with leaf and whole-plant traits in Arabidopsis thaliana.,Brian J. Enquist,../authors/Q47172478
2015-05-08,http://www.wikidata.org/entity/Q56432948,Will there be a shift to alien-dominated vegetation assemblages under climate change?,Rachael V. Gallagher,../authors/Q62558788
2015-05-05,http://www.wikidata.org/entity/Q35623762,pez: phylogenetics for the environmental sciences,William D. Pearse,../authors/Q57179980
2015-05-04,http://www.wikidata.org/entity/Q56755137,Estimating themissing species bias in plant trait measurements,Jens Kattge,../authors/Q56556463
2015-05-01,http://www.wikidata.org/entity/Q46726273,Zanne et al. reply.,Mark Westoby,../authors/Q43121038
2015-05-01,http://www.wikidata.org/entity/Q34478427,"Response to Comments on ""Evidence for mesothermy in dinosaurs"".",Brian J. Enquist,../authors/Q47172478
2015-05-01,http://www.wikidata.org/entity/Q60375891,Functional and phylogenetic diversity of plant communities differently affect the structure of flower-visitor interactions and reveal convergences in floral traits,Alexander Keller,../authors/Q21517397
2015-04-30,http://www.wikidata.org/entity/Q39013190,Reptiles as Reservoirs of Bacterial Infections: Real Threat or Methodological Bias?,Alexander Keller,../authors/Q21517397
2015-04-23,http://www.wikidata.org/entity/Q35532820,Broad Anatomical Variation within a Narrow Wood Density Range--A Study of Twig Wood across 69 Australian Angiosperms,Mark Westoby,../authors/Q43121038
2015-04-22,http://www.wikidata.org/entity/Q53170424,ThinkLab as a vetting system for traditional grants,Daniel Mietchen,../authors/Q20895785
2015-04-21,http://www.wikidata.org/entity/Q30938064,Global convergence in leaf respiration from estimates of thermal acclimation across time and space,Jens Kattge,../authors/Q56556463
2015-04-20,http://www.wikidata.org/entity/Q35613277,Vegetation ecology meets ecosystem science: Permanent grasslands as a functional biogeography case study,Jens Kattge,../authors/Q56556463
2015-04-08,http://www.wikidata.org/entity/Q56755136,Contrasting effects of tree diversity on young tree growth and resistance to insect herbivores across three biodiversity experiments,Jens Kattge,../authors/Q56556463
2015-04-05,http://www.wikidata.org/entity/Q46748661,Bark ecology of twigs vs. main stems: functional traits across eighty-five species of angiosperms.,Mark Westoby,../authors/Q43121038
2015-04-01,http://www.wikidata.org/entity/Q31042382,Global effects of land use on local terrestrial biodiversity,Jens Kattge,../authors/Q56556463
2015-04-01,http://www.wikidata.org/entity/Q30984222,Linking environmental filtering and disequilibrium to biogeography with a community climate framework,Brian J. Enquist,../authors/Q47172478
2015-04-01,http://www.wikidata.org/entity/Q24289536,Temporal patterns in Saturnidae (silk moth) and Sphingidae (hawk moth) assemblages in protected forests of central Uganda,Vigdis Vandvik,../authors/Q42561055
2015-04-01,http://www.wikidata.org/entity/Q60539898,Genetic diversity is a significant but not the only consideration for effective ex situ plant conservation: Response to Hoban and Schlarbaum,Maurizio Rossetto,../authors/Q26714687
2015-03-31,http://www.wikidata.org/entity/Q30885591,Inclusion of ecologically based trait variation in plant functional types reduces the projected land carbon sink in an earth system model,Jens Kattge,../authors/Q56556463
2015-03-09,http://www.wikidata.org/entity/Q41200203,Evolutionary divergence of leaf width and its correlates.,Mark Westoby,../authors/Q43121038
2015-02-28,http://www.wikidata.org/entity/Q57205183,On the Importance of First Principles in Ecological Theory Development,Brian J. Enquist,../authors/Q47172478
2015-02-19,http://www.wikidata.org/entity/Q73169909,Accelerating the Digitization of Biodiversity Research Specimens through Online Public Participation,Katja Seltmann,../authors/Q6069153
2015-02-18,http://www.wikidata.org/entity/Q57205188,The Effect of the Foresummer Drought on Carbon Exchange in Subalpine Meadows,Brian J. Enquist,../authors/Q47172478
2015-02-11,http://www.wikidata.org/entity/Q63739618,Achieving human and machine accessibility of cited data in scholarly publications,Melissa Haendel,../authors/Q28368079
2015-02-11,http://www.wikidata.org/entity/Q56526487,Achieving human and machine accessibility of cited data in scholarly publications,Melissa Haendel,../authors/Q28368079
2015-02-01,http://www.wikidata.org/entity/Q57438586,The influence of droplet size and biodegradation on the transport of subsurface oil droplets during theDeepwater Horizonspill: a model sensitivity study,Anne Thessen,../authors/Q47503085
2015-02-01,http://www.wikidata.org/entity/Q35560449,"Conservation economics. Response to Comment on ""Using ecological thresholds to evaluate the costs and benefits of set-asides in a biodiversity hotspot"".",William D. Pearse,../authors/Q57179980
2015-02-01,http://www.wikidata.org/entity/Q28649922,"Limited sampling hampers ""big data"" estimation of species richness in a tropical biodiversity hotspot",Brian J. Enquist,../authors/Q47172478
2015-01-31,http://www.wikidata.org/entity/Q57046310,16. Will Alien Plant Invaders Be Advantaged Under Future Climates?,Rachael V. Gallagher,../authors/Q62558788
2015-01-24,http://www.wikidata.org/entity/Q30002356,ENVIRONMENTS and EOL: identification of Environment Ontology terms in text and the annotation of the Encyclopedia of Life,Jennifer A Hammock,../authors/Q41566708
2015-01-22,http://www.wikidata.org/entity/Q30885586,Leaf and stem economics spectra drive diversity of functional plant traits in a dynamic global vegetation model,Jens Kattge,../authors/Q56556463
2015-01-09,http://www.wikidata.org/entity/Q63739620,Achieving human and machine accessibility of cited data in scholarly publications,Melissa Haendel,../authors/Q28368079
2015-01-08,http://www.wikidata.org/entity/Q38883076,"Global variability in leaf respiration in relation to climate, plant functional types and leaf traits.",Jens Kattge,../authors/Q56556463
2015-01-06,http://www.wikidata.org/entity/Q34846186,Finding our way through phenotypes,"Katja Seltmann, Melissa Haendel, Paula M. Mabee, Anne Thessen","../authors/Q6069153,Q28368079,Q47297444,Q47503085"
2015-01-01,http://www.wikidata.org/entity/Q58046438,CharaParser+EQ: Performance evaluation without gold standard,Paula M. Mabee,../authors/Q47297444
2015-01-01,http://www.wikidata.org/entity/Q28647568,Moving the mountain: analysis of the effort required to transform comparative anatomy into computable anatomy,Paula M. Mabee,../authors/Q47297444
2015-01-01,http://www.wikidata.org/entity/Q28603557,Emerging semantics to link phenotype and environment,"Paula M. Mabee, Anne Thessen","../authors/Q47297444,Q47503085"
2015-01-01,http://www.wikidata.org/entity/Q51609411,Improving the reusability of JATS,Daniel Mietchen,../authors/Q20895785
2015-01-01,http://www.wikidata.org/entity/Q51557133,Adapting JATS to support data citation,Daniel Mietchen,../authors/Q20895785
2015-01-01,http://www.wikidata.org/entity/Q57067486,Scaling from Traits to Ecosystems,Brian J. Enquist,../authors/Q47172478
2015-01-01,http://www.wikidata.org/entity/Q21128701,Sizing ocean giants: patterns of intraspecific size variation in marine megafauna,Meghan Balk,../authors/Q59763318
2015-01-01,http://www.wikidata.org/entity/Q63257883,Understanding Data Providers in a Global Scientific Data Hub,Jennifer A Hammock,../authors/Q41566708
2015-01-01,http://www.wikidata.org/entity/Q28607382,The Resource Identification Initiative: A cultural shift in publishing,Melissa Haendel,../authors/Q28368079
2015-01-01,http://www.wikidata.org/entity/Q24273255,Achieving human and machine accessibility of cited data in scholarly publications,Melissa Haendel,../authors/Q28368079
2015-01-01,http://www.wikidata.org/entity/Q57067481,Phylogenomics of the green ash eucalypts (Myrtaceae): a tale of reticulate evolution and misidentification,Maurizio Rossetto,../authors/Q26714687
2014-12-16,http://www.wikidata.org/entity/Q57317835,Achieving human and machine accessibility of cited data in scholarly publications,Melissa Haendel,../authors/Q28368079
2014-12-14,http://www.wikidata.org/entity/Q57305755,Achieving human and machine accessibility of cited data in scholarly publications,Melissa Haendel,../authors/Q28368079
2014-12-09,http://www.wikidata.org/entity/Q60122421,Is palaeoecology a ‘special branch’ of ecology?,Vigdis Vandvik,../authors/Q42561055
2014-12-07,http://www.wikidata.org/entity/Q60297631,"Recent treeline dynamics are similar between dry and mesic areas of Nepal, central Himalaya",Vigdis Vandvik,../authors/Q42561055
2014-12-01,http://www.wikidata.org/entity/Q56965368,Uncertainty Quantified Matrix Completion Using Bayesian Hierarchical Matrix Factorization,Jens Kattge,../authors/Q56556463
2014-12-01,http://www.wikidata.org/entity/Q20895790,The transformative nature of transparency in research funding,Daniel Mietchen,../authors/Q20895785
2014-12-01,http://www.wikidata.org/entity/Q46802552,Conserving Brazil's Atlantic forests--response.,William D. Pearse,../authors/Q57179980
2014-11-21,http://www.wikidata.org/entity/Q39081852,"Paleo-Antarctic rainforest into the modern Old World tropics: the rich past and threatened future of the ""southern wet forest survivors"".",Maurizio Rossetto,../authors/Q26714687
2014-11-17,http://www.wikidata.org/entity/Q57004863,Shifts in trait means and variances in North American tree assemblages: species richness patterns are loosely related to the functional space,Brian J. Enquist,../authors/Q47172478
2014-11-14,http://www.wikidata.org/entity/Q56433895,Multivariate analysis of polyploid data reveals the role of railways in the spread of the invasive South African Ragwort (Senecio inaequidens),Caterina Penone,../authors/Q56433897
2014-11-10,http://www.wikidata.org/entity/Q34483199,"Separating macroecological pattern and process: comparing ecological, economic, and geological systems",Brian J. Enquist,../authors/Q47172478
2014-11-05,http://www.wikidata.org/entity/Q30870693,Annotation of phenotypic diversity: decoupling data curation and ontology curation using Phenex,Paula M. Mabee,../authors/Q47297444
2014-11-04,http://www.wikidata.org/entity/Q35393126,Trait differences between naturalized and invasive plant species independent of residence time and phylogeny,Rachael V. Gallagher,../authors/Q62558788
2014-11-01,http://www.wikidata.org/entity/Q56755147,Of carrots and sticks,Jens Kattge,../authors/Q56556463
2014-11-01,http://www.wikidata.org/entity/Q112759353,Seasonal and age-related changes in the stable isotope composition (15N/14N and 13C/12C) of millipedes and collembolans in a temperate forest soil,Anton Potapov,../authors/Q59062025
2014-11-01,http://www.wikidata.org/entity/Q104904652,Global biotic interactions: An open infrastructure to share and analyze species-interaction datasets,Jorrit Poelen,../authors/Q58206618
2014-11-01,http://www.wikidata.org/entity/Q28653352,Conditions favouring hard seededness as a dispersal and predator escape strategy,Vigdis Vandvik,../authors/Q42561055
2014-11-01,http://www.wikidata.org/entity/Q28647107,Clinical interpretation of CNVs with cross-species phenotype data,Melissa Haendel,../authors/Q28368079
2014-10-24,http://www.wikidata.org/entity/Q60297637,The Seed and Fern Spore Bank of a Recovering African Tropical Forest,Vigdis Vandvik,../authors/Q42561055
2014-10-18,http://www.wikidata.org/entity/Q57049170,Biogeographical patterns of liana abundance and diversity,Rachael V. Gallagher,../authors/Q62558788
2014-10-16,http://www.wikidata.org/entity/Q58396285,"Effects of insect attack to stems on plant survival, growth, reproduction and photosynthesis",Mark Westoby,../authors/Q43121038
2014-10-15,http://www.wikidata.org/entity/Q56965321,Corrigendum: Three keys to the radiation of angiosperms into freezing environments,Mark Westoby,../authors/Q43121038
2014-10-08,http://www.wikidata.org/entity/Q56975013,Evaluating the causal basis of ecological success within the scleractinia: an integral projection model approach,Joshua S Madin,../authors/Q51171519
2014-10-06,http://www.wikidata.org/entity/Q57052241,Novel spatial analysis methods reveal scale-dependent spread and infer limiting factors of invasion by Sahara mustard,Brian J. Enquist,../authors/Q47172478
2014-09-30,http://www.wikidata.org/entity/Q39126997,Evaluating multiplexed next-generation sequencing as a method in palynology for mixed pollen samples.,"Markus Ankenbrand, Alexander Keller","../authors/Q29076435,Q21517397"
2014-09-23,http://www.wikidata.org/entity/Q28655091,The emergence and promise of functional biogeography,"Brian J. Enquist, Jens Kattge","../authors/Q47172478,Q56556463"
2014-09-15,http://www.wikidata.org/entity/Q34281259,Linking plant and ecosystem functional biogeography,Jens Kattge,../authors/Q56556463
2014-09-15,http://www.wikidata.org/entity/Q34280892,Functional trait space and the latitudinal diversity gradient.,Brian J. Enquist,../authors/Q47172478
2014-09-09,http://www.wikidata.org/entity/Q57061299,Foundations for the future: A long-term plan for Australian ecosystem science,Mark Westoby,../authors/Q43121038
2014-09-09,http://www.wikidata.org/entity/Q112148361,Antrag für ein DFG-Rundgespräch zum Thema “Offene Wissenschaft in Deutschland”,Daniel Mietchen,../authors/Q20895785
2014-09-09,http://www.wikidata.org/entity/Q57203206,"Corrigendum to Schneider, Scheu & Brose (2012) DOI: 10.1111/j.1461-0248.2012.01750.x",Florian Dirk Schneider,../authors/Q56576262
2014-09-06,http://www.wikidata.org/entity/Q38472777,WISP 1 is an important survival factor in human mesenchymal stromal cells.,Alexander Keller,../authors/Q21517397
2014-09-04,http://www.wikidata.org/entity/Q34271260,Deletions of chromosomal regulatory boundaries are associated with congenital disease,Melissa Haendel,../authors/Q28368079
2014-09-01,http://www.wikidata.org/entity/Q56755145,Improving ecosystem productivity modeling through spatially explicit estimation of optimal light use efficiency,Jens Kattge,../authors/Q56556463
2014-09-01,http://www.wikidata.org/entity/Q28655725,Plant ecological strategies shift across the Cretaceous-Paleogene boundary,Brian J. Enquist,../authors/Q47172478
2014-09-01,http://www.wikidata.org/entity/Q35237812,Effective diagnosis of genetic disease by computational phenotype analysis of the disease-associated genome,Melissa Haendel,../authors/Q28368079
2014-08-31,http://www.wikidata.org/entity/Q34146858,Factors associated with non-attendance in a general practice super clinic population in regional Australia: A retrospective cohort study.,Catherine H Bravo-Avila,../authors/Q89748252
2014-08-08,http://www.wikidata.org/entity/Q57193797,Imputation of missing data in life-history trait datasets: which approach performs the best?,Caterina Penone,../authors/Q56433897
2014-08-01,http://www.wikidata.org/entity/Q35234651,Using ecological thresholds to evaluate the costs and benefits of set-asides in a biodiversity hotspot,William D. Pearse,../authors/Q57179980
2014-07-30,http://www.wikidata.org/entity/Q35217166,Computational integration of genomic traits into 16S rDNA microbiota sequencing studies.,Alexander Keller,../authors/Q21517397
2014-07-25,http://www.wikidata.org/entity/Q30874278,"The relationship of leaf photosynthetic traits - V cmax and J max - to leaf nitrogen, leaf phosphorus, and specific leaf area: a meta-analysis and modeling study",Jens Kattge,../authors/Q56556463
2014-07-25,http://www.wikidata.org/entity/Q56446922,Generalized “avatar” niche shifts improve distribution models for invasive species,Rachael V. Gallagher,../authors/Q62558788
2014-07-20,http://www.wikidata.org/entity/Q39156962,Convergence of terrestrial plant production across global climate gradients.,Brian J. Enquist,../authors/Q47172478
2014-07-11,http://www.wikidata.org/entity/Q56568183,On Theory in Ecology,Brian J. Enquist,../authors/Q47172478
2014-07-08,http://www.wikidata.org/entity/Q30835715,Leaf hydraulic vulnerability to drought is linked to site water availability across a broad range of species and climates,Mark Westoby,../authors/Q43121038
2014-07-06,http://www.wikidata.org/entity/Q43759019,Escape from the laboratory: new horizons for plant genetics.,Maurizio Rossetto,../authors/Q26714687
2014-06-16,http://www.wikidata.org/entity/Q22064488,Enriched biodiversity data as a resource and service,Daniel Mietchen,../authors/Q20895785
2014-06-12,http://www.wikidata.org/entity/Q34424594,Dinosaur physiology. Evidence for mesothermy in dinosaurs,Brian J. Enquist,../authors/Q47172478
2014-06-10,http://www.wikidata.org/entity/Q28658101,A single evolutionary innovation drives the deep evolution of symbiotic N2-fixation in angiosperms,Jens Kattge,../authors/Q56556463
2014-06-05,http://www.wikidata.org/entity/Q46884104,Contrasting levels of connectivity and localised persistence characterise the latitudinal distribution of a wind-dispersed rainforest canopy tree.,Maurizio Rossetto,../authors/Q26714687
2014-06-04,http://www.wikidata.org/entity/Q56439881,Assisted colonization as a climate change adaptation tool,Rachael V. Gallagher,../authors/Q62558788
2014-06-03,http://www.wikidata.org/entity/Q42844037,Mechanical vulnerability explains size-dependent mortality of reef corals.,Joshua S Madin,../authors/Q51171519
2014-06-03,http://www.wikidata.org/entity/Q33941938,The influence of disease categories on gene candidate predictions from model organism phenotypes,Melissa Haendel,../authors/Q28368079
2014-06-01,http://www.wikidata.org/entity/Q56755148,Plant trait analysis delivers an extensive list of potential green roof species for Mediterranean France,Jens Kattge,../authors/Q56556463
2014-05-16,http://www.wikidata.org/entity/Q60534551,How ready are we to move species threatened from climate change? Insights into the assisted colonization debate from Australia,Rachael V. Gallagher,../authors/Q62558788
2014-05-15,http://www.wikidata.org/entity/Q56754969,Which is a better predictor of plant traits: temperature or precipitation?,Jens Kattge,../authors/Q56556463
2014-05-02,http://www.wikidata.org/entity/Q30384356,Plant functional types in Earth system models: past experiences and future directions for application of dynamic vegetation models in high-latitude ecosystems.,Jens Kattge,../authors/Q56556463
2014-05-02,http://www.wikidata.org/entity/Q57247183,"Life after fire: smoke and ash as germination cues in ericads, herbs and graminoids of northern heathlands",Vigdis Vandvik,../authors/Q42561055
2014-04-29,http://www.wikidata.org/entity/Q28659369,The Encyclopedia of Life v2: Providing Global Access to Knowledge About Life on Earth,Jennifer A Hammock,../authors/Q41566708
2014-04-22,http://www.wikidata.org/entity/Q35154500,Ecological traits influence the phylogenetic structure of bird species co-occurrences worldwide,Brian J. Enquist,../authors/Q47172478
2014-04-14,http://www.wikidata.org/entity/Q38912099,Inferring climate from angiosperm leaf venation networks.,Brian J. Enquist,../authors/Q47172478
2014-04-13,http://www.wikidata.org/entity/Q56755143,Global relationship of wood and leaf litter decomposability: the role of functional traits within and across plant organs,Jens Kattge,../authors/Q56556463
2014-04-10,http://www.wikidata.org/entity/Q39720985,Inclusion of vein traits improves predictive power for the leaf economic spectrum: a response to Sack et al. (2013).,Brian J. Enquist,../authors/Q47172478
2014-03-28,http://www.wikidata.org/entity/Q54719023,"The maxillo-labial complex of Sparasion (Hymenoptera, Platygastroidea)",Katja Seltmann,../authors/Q6069153
2014-03-27,http://www.wikidata.org/entity/Q35024520,Does prescribed burning result in biotic homogenization of coastal heathlands?,Vigdis Vandvik,../authors/Q42561055
2014-03-26,http://www.wikidata.org/entity/Q38199211,Plant DNA barcoding: from gene to genome.,Maurizio Rossetto,../authors/Q26714687
2014-03-17,http://www.wikidata.org/entity/Q56451434,How can knowledge of the climate niche inform the weed risk assessment process? A case study of Chrysanthemoides monilifera in Australia,Rachael V. Gallagher,../authors/Q62558788
2014-03-06,http://www.wikidata.org/entity/Q33551860,Thematic series on biomedical ontologies in JBMS: challenges and new directions,Melissa Haendel,../authors/Q28368079
2014-02-25,http://www.wikidata.org/entity/Q38435490,The zebrafish anatomy and stage ontologies: representing the anatomy and development of Danio rerio.,Melissa Haendel,../authors/Q28368079
2014-02-20,http://www.wikidata.org/entity/Q57205192,Then-dimensional hypervolume,Brian J. Enquist,../authors/Q47172478
2014-02-19,http://www.wikidata.org/entity/Q56965335,Functional distinctiveness of major plant lineages,Mark Westoby,../authors/Q43121038
2014-02-18,http://www.wikidata.org/entity/Q39025098,"Whole-plant capacitance, embolism resistance and slow transpiration rates all contribute to longer desiccation times in woody angiosperms from arid and wet habitats.",Mark Westoby,../authors/Q43121038
2014-02-04,http://www.wikidata.org/entity/Q41962781,Confirmation of warfarin resistance of naturally occurring VKORC1 variants by coexpression with coagulation factor IX and in silico protein modelling.,Alexander Keller,../authors/Q21517397
2014-02-01,http://www.wikidata.org/entity/Q46021634,Management-driven evolution in a domesticated ecosystem.,Vigdis Vandvik,../authors/Q42561055
2014-02-01,http://www.wikidata.org/entity/Q28657919,Management-driven evolution in a domesticated ecosystem,Vigdis Vandvik,../authors/Q42561055
2014-02-01,http://www.wikidata.org/entity/Q23815226,Improved exome prioritization of disease genes through cross-species phenotype comparison,Melissa Haendel,../authors/Q28368079
2014-01-31,http://www.wikidata.org/entity/Q28660794,Maintenance of strong morphological differentiation despite ongoing natural hybridization between sympatric species of Lomatia (Proteaceae),Maurizio Rossetto,../authors/Q26714687
2014-01-29,http://www.wikidata.org/entity/Q56755146,Multi-scale phylogenetic structure in coastal dune plant communities across the globe,Jens Kattge,../authors/Q56556463
2014-01-10,http://www.wikidata.org/entity/Q60375897,Density-dependent negative responses by bumblebees to bacteria isolated from flowers,Alexander Keller,../authors/Q21517397
2014-01-01,http://www.wikidata.org/entity/Q63388644,A Semantic Web Faceted Search System for Facilitating Building of Biodiversity and Ecosystems Services,Jens Kattge,../authors/Q56556463
2014-01-01,http://www.wikidata.org/entity/Q28658294,Knowledge extraction and semantic annotation of text from the encyclopedia of life,Anne Thessen,../authors/Q47503085
2014-01-01,http://www.wikidata.org/entity/Q28649429,A statistical assessment of population trends for data deficient Mexican amphibians,Anne Thessen,../authors/Q47503085
2014-01-01,http://www.wikidata.org/entity/Q108779885,Semantic Web and Big Data meets Applied Ontology,Anne Thessen,../authors/Q47503085
2014-01-01,http://www.wikidata.org/entity/Q57006625,Metrics and Models of Community Phylogenetics,William D. Pearse,../authors/Q57179980
2014-01-01,http://www.wikidata.org/entity/Q107370962,"Peer Review of ""A dataset comprising 141 magnetic resonance imaging scans of 98 extant sea urchin species"".",Daniel Mietchen,../authors/Q20895785
2014-01-01,http://www.wikidata.org/entity/Q63257887,The effects of individualized feedback on college students' contributions to citizen science,Jennifer A Hammock,../authors/Q41566708
2014-01-01,http://www.wikidata.org/entity/Q63257886,Gamifying citizen science: a study of two user groups,Jennifer A Hammock,../authors/Q41566708
2014-01-01,http://www.wikidata.org/entity/Q63257885,Does motivation in citizen science change with time and culture?,Jennifer A Hammock,../authors/Q41566708
2014-01-01,http://www.wikidata.org/entity/Q57262402,Biodiversity of Acid Grasslands in the Atlantic Regions of Europe: The Impact of Nitrogen Deposition,Vigdis Vandvik,../authors/Q42561055
2014-01-01,http://www.wikidata.org/entity/Q28658729,A sea of standards for omics data: sink or swim?,Melissa Haendel,../authors/Q28368079
2014-01-01,http://www.wikidata.org/entity/Q28655367,The Porifera Ontology (PORO): enhancing sponge systematics with an anatomy ontology,Melissa Haendel,../authors/Q28368079
2014-01-01,http://www.wikidata.org/entity/Q28654442,"Nose to tail, roots to shoots: spatial descriptors for phenotypic diversity in the Biological Spatial Ontology","Melissa Haendel, Paula M. Mabee","../authors/Q28368079,Q47297444"
2014-01-01,http://www.wikidata.org/entity/Q28650204,CLO: The cell line ontology,Melissa Haendel,../authors/Q28368079
2014-01-01,http://www.wikidata.org/entity/Q27927005,The Human Phenotype Ontology project: linking molecular biology and disease through phenotype data,Melissa Haendel,../authors/Q28368079
2014-01-01,http://www.wikidata.org/entity/Q22001246,Unification of multi-species vertebrate anatomy ontologies for comparative biology in Uberon,"Melissa Haendel, Paula M. Mabee","../authors/Q28368079,Q47297444"
2014-01-01,http://www.wikidata.org/entity/Q28656040,Usage patterns of blue flower color representation by Encyclopedia of Life content providers,Katja Seltmann,../authors/Q6069153
2014-01-01,http://www.wikidata.org/entity/Q56976016,Use of animal models for exome prioritization of rare disease genes,Melissa Haendel,../authors/Q28368079
2014-01-01,http://www.wikidata.org/entity/Q100712418,Demographic history and niche conservatism of tropical rainforest trees separated along an altitudinal gradient of a biogeographic barrier,Maurizio Rossetto,../authors/Q26714687
2013-12-22,http://www.wikidata.org/entity/Q35074161,Three keys to the radiation of angiosperms into freezing environments,Mark Westoby,../authors/Q43121038
2013-12-16,http://www.wikidata.org/entity/Q46661074,Revisiting Darwin's hypothesis: Does greater intraspecific variability increase species' ecological breadth?,Brian J. Enquist,../authors/Q47172478
2013-12-02,http://www.wikidata.org/entity/Q28661384,Landscape patterns in rainforest phylogenetic signal: isolated islands of refugia or structured continental distributions?,Maurizio Rossetto,../authors/Q26714687
2013-12-01,http://www.wikidata.org/entity/Q44207357,Barro Colorado Island's phylogenetic assemblage structure across fine spatial scales and among clades of different ages.,William D. Pearse,../authors/Q57179980
2013-11-22,http://www.wikidata.org/entity/Q28655397,The vertebrate taxonomy ontology: a framework for reasoning across model organism and species phenotypes,Paula M. Mabee,../authors/Q47297444
2013-10-29,http://www.wikidata.org/entity/Q56755142,Diversity increases carbon storage and tree productivity in Spanish forests,Jens Kattge,../authors/Q56556463
2013-10-28,http://www.wikidata.org/entity/Q21090457,"Eupolybothrus cavernicolus Komerički & Stoev sp. n. (Chilopoda: Lithobiomorpha: Lithobiidae): the first eukaryotic species description combining transcriptomic, DNA barcoding and micro-CT imaging data",Daniel Mietchen,../authors/Q20895785
2013-10-22,http://www.wikidata.org/entity/Q53170528,Inconsistent XML as a barrier to reuse of Open Access Content,Daniel Mietchen,../authors/Q20895785
2013-10-20,http://www.wikidata.org/entity/Q56755153,Corrigendum to García-Palacioset al. (),Jens Kattge,../authors/Q56556463
2013-10-19,http://www.wikidata.org/entity/Q58396289,DNA technology and evolution of the Central Dogma,Mark Westoby,../authors/Q43121038
2013-10-16,http://www.wikidata.org/entity/Q112759358,Large 13C/12C and small 15N/14N isotope fractionation in an experimental detrital foodweb (litter–fungi–collembolans),Anton Potapov,../authors/Q59062025
2013-10-11,http://www.wikidata.org/entity/Q45838730,What is an anatomy ontology?,"Melissa Haendel, Paula M. Mabee","../authors/Q28368079,Q47297444"
2013-10-10,http://www.wikidata.org/entity/Q45886567,Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms.,Mark Westoby,../authors/Q43121038
2013-10-09,http://www.wikidata.org/entity/Q56755158,The BETHY/JSBACH Carbon Cycle Data Assimilation System: experiences and challenges,Jens Kattge,../authors/Q56556463
2013-10-07,http://www.wikidata.org/entity/Q45169110,"Bark functional ecology: evidence for tradeoffs, functional coordination, and environment producing bark diversity.",Mark Westoby,../authors/Q43121038
2013-10-03,http://www.wikidata.org/entity/Q30676532,Habitat area and climate stability determine geographical variation in plant species range sizes.,Brian J. Enquist,../authors/Q47172478
