"","scientificNameVerbatim","traitNameVerbatim","NumberOfRecords","OTNdatasetID","curator","accessDate"
"4138","Exapion difficile","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4139","Fagocyba cruenta","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4140","Fagocyba cruenta","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4141","Fagocyba cruenta","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4142","Fagocyba cruenta","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4143","Fagocyba cruenta","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4144","Fagocyba cruenta","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4145","Fagocyba cruenta","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4146","Fagocyba cruenta","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4147","Fagocyba cruenta","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4148","Forcipata citrinella","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4149","Forcipata citrinella","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4150","Forcipata citrinella","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4151","Forcipata citrinella","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4152","Forcipata citrinella","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4153","Forcipata citrinella","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4154","Forcipata citrinella","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4155","Forcipata citrinella","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4156","Forcipata citrinella","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4157","Foucartia squamulata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4158","Foucartia squamulata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4159","Foucartia squamulata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4160","Foucartia squamulata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4161","Foucartia squamulata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4162","Foucartia squamulata","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4163","Foucartia squamulata","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4164","Foucartia squamulata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4165","Foucartia squamulata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4166","Gabrius coxalus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4167","Gabrius coxalus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4168","Gabrius coxalus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4169","Gabrius coxalus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4170","Gabrius coxalus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4171","Gabrius coxalus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4172","Gabrius coxalus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4173","Galeruca pomonae","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4174","Galeruca pomonae","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4175","Galeruca pomonae","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4176","Galeruca pomonae","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4177","Galeruca pomonae","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4178","Galeruca pomonae","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4179","Galeruca pomonae","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4180","Galeruca pomonae","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4181","Galeruca pomonae","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4182","Galeruca tanaceti","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4183","Galeruca tanaceti","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4184","Galeruca tanaceti","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4185","Galeruca tanaceti","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4186","Galeruca tanaceti","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4187","Galeruca tanaceti","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4188","Galeruca tanaceti","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4189","Galeruca tanaceti","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4190","Galeruca tanaceti","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4191","Gampsocoris punctipes","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4192","Gampsocoris punctipes","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4193","Gampsocoris punctipes","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4194","Gampsocoris punctipes","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4195","Gampsocoris punctipes","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4196","Gampsocoris punctipes","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4197","Gampsocoris punctipes","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4198","Gampsocoris punctipes","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4199","Gampsocoris punctipes","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4200","Gastrodes abietum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4201","Gastrodes abietum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4202","Gastrodes abietum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4203","Gastrodes abietum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4204","Gastrodes abietum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4205","Gastrodes abietum","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4206","Gastrodes abietum","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4207","Gastrodes abietum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4208","Gastrodes abietum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4209","Gastrophysa polygoni","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4210","Gastrophysa polygoni","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4211","Gastrophysa polygoni","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4212","Gastrophysa polygoni","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4213","Gastrophysa polygoni","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4214","Gastrophysa polygoni","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4215","Gastrophysa polygoni","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4216","Gastrophysa polygoni","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4217","Gastrophysa polygoni","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4218","Gastrophysa viridula","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4219","Gastrophysa viridula","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4220","Gastrophysa viridula","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4221","Gastrophysa viridula","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4222","Gastrophysa viridula","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4223","Gastrophysa viridula","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4224","Gastrophysa viridula","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4225","Gastrophysa viridula","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4226","Gastrophysa viridula","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4227","Gibbaranea gibbosa","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4228","Gibbaranea gibbosa","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4229","Gibbaranea gibbosa","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4230","Gibbaranea gibbosa","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4231","Gibbaranea gibbosa","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4232","Gibbaranea gibbosa","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4233","Gibbaranea gibbosa","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4234","Gibbaranea omoeda","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4235","Gibbaranea omoeda","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4236","Gibbaranea omoeda","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4237","Gibbaranea omoeda","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4238","Gibbaranea omoeda","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4239","Gibbaranea omoeda","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4240","Gibbaranea omoeda","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4241","Globiceps flavomaculatus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4242","Globiceps flavomaculatus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4243","Globiceps flavomaculatus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4244","Globiceps flavomaculatus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4245","Globiceps flavomaculatus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4246","Globiceps flavomaculatus","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4247","Globiceps flavomaculatus","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4248","Globiceps flavomaculatus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4249","Globiceps flavomaculatus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4250","Globiceps fulvicollis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4251","Globiceps fulvicollis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4252","Globiceps fulvicollis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4253","Globiceps fulvicollis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4254","Globiceps fulvicollis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4255","Globiceps fulvicollis","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4256","Globiceps fulvicollis","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4257","Globiceps fulvicollis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4258","Globiceps fulvicollis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4259","Glocianus punctiger","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4260","Glocianus punctiger","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4261","Glocianus punctiger","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4262","Glocianus punctiger","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4263","Glocianus punctiger","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4264","Glocianus punctiger","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4265","Glocianus punctiger","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4266","Glocianus punctiger","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4267","Glocianus punctiger","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4268","Glocianus punctiger","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4269","Gonatium hilare","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4270","Gonatium hilare","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4271","Gonatium hilare","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4272","Gonatium hilare","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4273","Gonatium hilare","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4274","Gonatium hilare","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4275","Gonatium hilare","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4276","Gongylidiellum latebricola","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4277","Gongylidiellum latebricola","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4278","Gongylidiellum latebricola","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4279","Gongylidiellum latebricola","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4280","Gongylidiellum latebricola","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4281","Gongylidiellum latebricola","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4282","Gongylidiellum latebricola","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4283","Gongylidiellum murcidum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4284","Gongylidiellum murcidum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4285","Gongylidiellum murcidum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4286","Gongylidiellum murcidum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4287","Gongylidiellum murcidum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4288","Gongylidiellum murcidum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4289","Gongylidiellum murcidum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4290","Goniagnathus brevis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4291","Goniagnathus brevis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4292","Goniagnathus brevis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4293","Goniagnathus brevis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4294","Goniagnathus brevis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4295","Goniagnathus brevis","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4296","Goniagnathus brevis","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4297","Goniagnathus brevis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4298","Goniagnathus brevis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4299","Graphocraerus ventralis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4300","Graphocraerus ventralis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4301","Graphocraerus ventralis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4302","Graphocraerus ventralis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4303","Graphocraerus ventralis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4304","Graphocraerus ventralis","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4305","Graphocraerus ventralis","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4306","Graphocraerus ventralis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4307","Graphocraerus ventralis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4308","Graphosoma lineatum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4309","Graphosoma lineatum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4310","Graphosoma lineatum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4311","Graphosoma lineatum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4312","Graphosoma lineatum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4313","Graphosoma lineatum","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4314","Graphosoma lineatum","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4315","Graphosoma lineatum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4316","Graphosoma lineatum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4317","Gryllus campestris","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4318","Gryllus campestris","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4319","Gryllus campestris","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4320","Gryllus campestris","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4321","Gryllus campestris","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4322","Gryllus campestris","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4323","Gryllus campestris","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4324","Gryllus campestris","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4325","Gryllus campestris","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4326","Grypotes puncticollis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4327","Grypotes puncticollis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4328","Grypotes puncticollis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4329","Grypotes puncticollis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4330","Grypotes puncticollis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4331","Grypotes puncticollis","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4332","Grypotes puncticollis","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4333","Grypotes puncticollis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4334","Grypotes puncticollis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4335","Grypus equiseti","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4336","Grypus equiseti","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4337","Grypus equiseti","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4338","Grypus equiseti","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4339","Grypus equiseti","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4340","Grypus equiseti","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4341","Grypus equiseti","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4342","Grypus equiseti","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4343","Grypus equiseti","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4344","Grypus equiseti","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4345","Gymnetron antirrhini","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4346","Gymnetron antirrhini","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4347","Gymnetron antirrhini","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4348","Gymnetron antirrhini","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4349","Gymnetron antirrhini","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4350","Gymnetron antirrhini","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4351","Gymnetron antirrhini","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4352","Gymnetron antirrhini","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4353","Gymnetron antirrhini","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4354","Gymnetron antirrhini","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4355","Gymnetron ictericum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4356","Gymnetron ictericum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4357","Gymnetron ictericum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4358","Gymnetron ictericum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4359","Gymnetron ictericum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4360","Gymnetron ictericum","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4361","Gymnetron ictericum","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4362","Gymnetron ictericum","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4363","Gymnetron ictericum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4364","Gymnetron ictericum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4365","Gymnetron labile","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4366","Gymnetron labile","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4367","Gymnetron labile","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4368","Gymnetron labile","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4369","Gymnetron labile","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4370","Gymnetron labile","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4371","Gymnetron labile","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4372","Gymnetron labile","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4373","Gymnetron labile","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4374","Gymnetron labile","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4375","Gymnetron melanarium","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4376","Gymnetron melanarium","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4377","Gymnetron melanarium","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4378","Gymnetron melanarium","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4379","Gymnetron melanarium","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4380","Gymnetron melanarium","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4381","Gymnetron melanarium","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4382","Gymnetron melanarium","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4383","Gymnetron melanarium","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4384","Gymnetron melanarium","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4385","Gymnetron pascuorum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4386","Gymnetron pascuorum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4387","Gymnetron pascuorum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4388","Gymnetron pascuorum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4389","Gymnetron pascuorum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4390","Gymnetron pascuorum","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4391","Gymnetron pascuorum","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4392","Gymnetron pascuorum","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4393","Gymnetron pascuorum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4394","Gymnetron pascuorum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4395","Gymnetron veronicae","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4396","Gymnetron veronicae","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4397","Gymnetron veronicae","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4398","Gymnetron veronicae","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4399","Gymnetron veronicae","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4400","Gymnetron veronicae","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4401","Gymnetron veronicae","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4402","Gymnetron veronicae","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4403","Gymnetron veronicae","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4404","Gymnetron veronicae","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4405","Habrocerus capillaricornis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4406","Habrocerus capillaricornis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4407","Habrocerus capillaricornis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4408","Habrocerus capillaricornis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4409","Habrocerus capillaricornis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4410","Habrocerus capillaricornis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4411","Habrocerus capillaricornis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4412","Hadrodemus m-flavum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"4413","Hadrodemus m-flavum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
